bag_388.jpg,0.13419,13.52233,101008.82270,15971.10783,0.56339,35.43478,467.97583,2.94251,4.20927,9.48861,1.86146,-0.32313,0.89047,1.22958
bag_377.jpg,0.37239,5.29537,60947.95862,30786.27932,0.80619,48.81036,416.52890,2.18937,2.78843,4.67866,1.06503,-0.53234,0.92939,1.08155
mug_536.jpg,0.00544,11.17963,9280958.58434,10980.92773,0.49221,30.76963,296.56860,4.11106,5.65723,7.44085,1.84764,-0.35650,0.95427,0.96971
building_737.jpg,0.01582,4.76645,344369.61204,4925.04858,0.66153,20.19602,205.35650,3.79380,4.85792,3.38681,1.46112,-0.47211,0.97413,1.01860
bag_439.jpg,0.14708,8.62467,134319.16549,28196.82677,0.62852,47.43948,244.42212,3.01736,4.12851,6.32022,1.64140,-0.39090,0.92642,1.10329
donkey_653.jpg,0.02644,7.10730,607314.27306,12496.28668,0.71430,33.01203,433.48106,3.78433,4.68295,5.95612,1.34478,-0.54111,0.98381,1.09027
zebra_778.jpg,0.03793,5.40854,143663.28294,4938.07559,0.69646,20.22616,269.20019,3.64034,4.58125,4.19491,1.38786,-0.49925,0.97528,1.07891
wolf_214.jpg,0.00617,6.82000,857541.35195,12506.30174,0.47257,32.06684,158.10227,3.90587,5.42349,3.76364,1.75939,-0.32424,0.93282,0.99634
carriage_629.jpg,0.00633,12.25145,830766.91773,9577.87699,0.48961,28.30915,196.36174,3.95370,5.57634,8.05914,1.88639,-0.30422,0.92611,0.96347
goat_821.jpg,0.00789,7.63090,327379.03995,14101.84140,0.42472,34.24652,100.40209,3.63602,5.29089,3.85702,1.82322,-0.23410,0.86297,1.02683
donkey_492.jpg,0.01006,5.81852,491489.89850,7058.46105,0.59085,24.24694,201.52680,3.93456,5.13648,4.18375,1.48045,-0.42768,0.96761,1.00748
monkey_210.jpg,0.03056,0.78393,338550.35147,12414.71543,0.81311,32.90138,110.50011,3.53567,4.01602,0.59912,0.86330,-0.64715,0.98876,1.05738
carriage_173.jpg,0.01260,5.59114,478544.31306,8348.13567,0.63111,25.63100,186.73221,3.89599,5.05010,4.09218,1.49151,-0.44003,0.97008,0.99925
goat_835.jpg,0.00921,5.48727,2914686.95281,12531.58408,0.53822,32.40744,330.52438,4.04608,5.35044,3.29066,1.65462,-0.42589,0.97072,1.00928
monkey_576.jpg,0.00411,19.60583,291845.86285,8335.75756,0.30116,25.42535,110.13926,3.73807,5.87236,9.41317,2.25379,-0.12309,0.72143,0.91635
statue_277.jpg,0.00516,13.73630,498921.64553,7015.98919,0.38059,24.57031,198.42774,3.90358,5.72510,7.32195,2.07056,-0.23303,0.87427,1.05262
goat_606.jpg,0.02486,1.01995,597178.59307,11174.82667,0.76319,29.11795,317.99919,3.77096,4.36494,0.71580,0.98928,-0.63601,0.99125,1.18028
jetski_36.jpg,0.05778,3.23146,74565.69399,5993.97890,0.72390,21.25747,162.06587,3.31331,4.09167,2.51994,1.24784,-0.52304,0.97062,1.10198
zebra_234.jpg,0.01097,7.56581,333382.99130,14182.41268,0.50248,33.68185,104.30869,3.69203,5.16072,4.81852,1.68876,-0.30008,0.91292,0.96278
goat_160.jpg,0.04211,1.64458,200168.43153,8292.99338,0.85081,25.85725,126.77739,3.47569,3.91724,1.46202,0.81101,-0.69504,0.99197,1.06648
bag_613.jpg,0.01923,3.57114,82256.68861,7058.06689,0.53663,23.77527,87.96236,3.38673,4.61651,1.96061,1.47273,-0.32364,0.90746,1.17350
jetski_22.jpg,0.05087,4.31073,401126.37940,23673.29814,0.68089,43.83552,314.68756,3.55514,4.45888,3.32236,1.34943,-0.51871,0.97638,1.03926
jetski_795.jpg,0.01920,8.22619,408019.94241,8373.36840,0.63090,25.46795,402.76556,3.84344,4.94983,6.34332,1.54794,-0.45229,0.96981,1.03298
