bag_388.jpg,147.60509,89.49506,0.18862,-1.71181
bag_377.jpg,201.76822,83.51215,-1.20499,-0.28121
mug_536.jpg,126.57576,70.51480,-0.03148,-1.08743
building_737.jpg,84.34957,58.07454,0.30051,-1.13787
bag_439.jpg,195.62514,64.73218,-0.66345,-0.95864
donkey_653.jpg,135.37450,84.55637,-0.21199,-1.49316
zebra_778.jpg,84.58518,66.29999,0.66740,-0.95694
wolf_214.jpg,132.51579,51.45035,0.07852,-0.72779
carriage_629.jpg,117.22325,57.97718,0.48289,-0.56404
goat_821.jpg,140.93861,41.54397,-0.71166,0.68636
donkey_492.jpg,100.83571,57.71945,0.43949,-0.24291
monkey_210.jpg,135.58689,42.22252,-0.07734,-0.58986
carriage_173.jpg,106.20646,55.48699,0.38177,0.01479
goat_835.jpg,133.50955,73.39733,0.13553,-1.21533
monkey_576.jpg,105.47620,45.56058,0.34381,0.26799
statue_277.jpg,102.35447,58.46808,0.76774,-0.10827
goat_606.jpg,120.52926,72.07283,0.43708,-0.98471
jetski_36.jpg,88.94777,51.44653,1.49433,1.21384
zebra_234.jpg,138.83196,42.59637,-0.03694,0.46310
goat_160.jpg,107.24875,45.34355,0.48800,-0.05192
bag_613.jpg,98.98724,38.22435,0.82503,2.12877
jetski_22.jpg,179.93851,71.76834,-0.62512,-1.10937
jetski_795.jpg,105.76641,81.22853,0.54949,-1.20739
building_247.jpg,108.03035,60.55653,0.35832,-0.34086
goat_86.jpg,150.74466,59.55159,0.05858,-0.85390
zebra_397.jpg,113.47290,57.43021,0.20147,-1.02308
wolf_406.jpg,99.79202,57.59895,0.93685,-0.13009
statue_317.jpg,134.28048,78.77342,-0.04644,-1.83519
jetski_144.jpg,92.76573,61.96383,1.33011,0.34735
statue_471.jpg,133.06431,60.69245,0.36025,-1.15657
statue_465.jpg,62.27506,49.98664,1.20184,1.61105
carriage_761.jpg,149.75388,86.97370,-0.32146,-1.49214
jetski_805.jpg,172.76648,85.14314,-0.56715,-1.23289
mug_132.jpg,204.22964,68.58301,-1.52375,1.36399
zebra_340.jpg,85.45132,41.39828,1.28876,2.20693
mug_126.jpg,183.62474,88.06364,-0.88858,-0.80254
goat_51.jpg,99.99410,66.85307,0.54933,-0.66055
jetski_193.jpg,127.20300,52.70244,0.53458,-0.12298
zebra_181.jpg,121.27633,58.58247,0.15372,-0.84758
mug_481.jpg,159.43949,82.62875,-0.22112,-1.40442
jetski_408.jpg,131.36739,42.38630,0.45180,1.24482
carriage_211.jpg,79.17957,60.32729,0.81000,-0.32075
statue_115.jpg,85.76915,66.93698,0.87610,-0.12297
jetski_352.jpg,123.03575,49.27000,-0.02690,0.62336
donkey_928.jpg,65.56579,37.65765,0.41262,0.38863
building_694.jpg,116.71588,67.41173,0.02999,-1.24951
centaur_21.jpg,118.17018,41.85584,0.37895,-0.47567
bag_571.jpg,125.53308,56.87413,-0.37760,-0.79422
mug_330.jpg,109.47215,55.74965,0.20451,-0.62487
bag_203.jpg,175.94801,78.68463,-0.32204,-1.35465
bag_565.jpg,158.61362,49.84536,-1.13310,0.63016
centaur_195.jpg,134.05202,51.28202,0.00581,-0.40405
statue_23.jpg,94.28471,63.08339,0.35741,-0.87502
mug_11.jpg,95.55367,60.11946,0.52466,-1.02389
centaur_181.jpg,114.75759,61.11213,0.19886,-0.95931
donkey_733.jpg,100.67102,48.25728,0.16349,-0.67754
bag_559.jpg,208.01531,75.55558,-1.27268,-0.02229
wolf_823.jpg,95.57438,44.41989,1.42981,1.74698
mug_318.jpg,140.53959,41.48388,0.15833,-0.71741
mug_319.jpg,158.21894,72.22604,-0.27850,-1.40123
building_656.jpg,145.20156,76.75039,-0.26817,-1.24627
statue_22.jpg,143.27472,51.63902,-0.55663,-0.96283
wolf_35.jpg,108.33887,39.06050,-0.05928,-0.12679
centaur_816.jpg,124.34314,59.21502,0.25306,-0.83409
zebra_625.jpg,137.19691,55.51145,0.01132,-1.57437
jetski_435.jpg,193.96482,31.91148,-1.52159,3.26115
zebra_816.jpg,147.33867,44.65843,-1.27720,2.04268
statue_100.jpg,125.12411,64.57103,-0.26168,-1.19674
wolf_639.jpg,191.78363,42.58735,-2.51212,7.56850
donkey_929.jpg,106.71785,67.61730,-0.07036,-1.40696
building_681.jpg,133.59609,94.05875,-0.02860,-1.73199
monkey_173.jpg,144.67934,45.39544,-0.45872,0.35293
